DownVotes,UpVotes,ajax,android,angularjs,arrays,asp.net,bash,c,c#,c++,css,database,django,html,ios,java,javascript,jquery,mvc,php,python
9123,23412,65,83,25,66,76,83,50,76,66,22,60,37,46,56,86,63,59,71,63,43
